0,0,0,1,0,0,None,6,24,0,3,0,0
1,0,1,1,0,0,None,7,1,0,3,1,1
2,0,2,1,0,0,None,7,2,0,3,1,1
3,0,3,1,1,1,None,7,3,1,2,0,0
4,0,4,1,0,0,None,7,4,1,2,0,0
5,0,5,1,0,0,None,7,5,1,2,0,0
6,0,6,1,0,0,None,7,6,0,2,0,0
7,0,7,1,0,0,None,7,7,1,1,0,0
8,0,8,1,1,1,None,7,8,1,2,1,0
9,0,9,1,0,0,None,7,9,1,2,1,0
10,0,10,1,0,0,None,7,10,1,2,1,0
11,0,11,1,0,0,None,7,11,1,2,1,0
12,1,0,1,0,0,None,7,12,0,2,1,0
13,1,1,1,0,0,None,7,13,1,2,1,0
14,1,2,1,0,0,None,7,14,1,3,1,0
15,1,3,1,0,0,None,7,15,1,2,0,0
16,1,4,1,0,0,None,7,16,0,2,0,0
17,1,5,1,1,1,None,7,17,0,2,1,0
18,1,6,1,0,0,None,7,18,1,1,0,0
19,1,7,1,0,0,None,7,19,1,3,1,0
20,1,8,1,0,0,None,7,20,1,3,0,0
21,1,9,1,1,1,None,7,21,1,2,1,0
22,1,10,1,0,0,None,7,22,1,2,0,0
23,1,11,1,0,0,None,7,23,0,2,0,0
24,2,0,1,0,0,None,7,24,0,1,1,1
25,2,1,1,0,0,None,1,1,0,2,1,1
26,2,2,1,0,0,None,1,2,1,2,0,0
27,2,3,1,0,0,None,1,3,0,2,0,0
28,2,4,1,0,0,None,1,4,1,1,1,1
29,2,5,1,0,0,None,1,5,1,2,1,0
30,2,6,1,0,0,None,1,6,1,2,1,0
31,2,7,1,0,0,None,1,7,0,3,0,1
32,2,8,1,0,0,None,1,8,0,2,0,1
33,2,9,1,0,0,None,1,9,1,3,1,0
34,2,10,1,1,1,None,1,10,1,1,1,0
35,2,11,1,0,0,None,1,11,0,1,1,0
36,3,0,1,0,0,None,1,12,0,3,1,0
37,3,1,1,0,0,None,1,13,0,3,0,0
38,3,2,1,0,0,None,1,14,0,2,0,1
39,3,3,1,0,0,None,1,15,0,2,1,0
40,3,4,1,0,0,None,1,16,1,3,1,0
41,3,5,1,0,0,None,1,17,1,2,0,1
42,3,6,1,1,1,None,1,18,0,3,0,0
43,3,7,1,0,0,None,1,19,1,3,1,0
44,3,8,1,1,1,None,1,20,1,3,0,0
45,3,9,1,0,0,None,1,21,1,3,1,1
46,3,10,1,0,0,None,1,22,1,3,0,1
47,3,11,1,0,0,None,1,23,0,2,0,1
48,4,0,1,0,0,None,1,24,1,2,0,1
49,4,1,1,0,0,None,2,1,0,2,0,1
50,4,2,1,0,0,None,2,2,1,2,0,1
51,4,3,1,0,0,None,2,3,0,1,1,1
52,4,4,1,0,0,None,2,4,1,2,1,0
53,4,5,1,0,0,None,2,5,1,2,0,0
54,4,6,1,0,0,None,2,6,1,2,0,0
55,4,7,1,0,0,None,2,7,0,2,1,1
56,4,8,1,0,0,None,2,8,1,1,0,0
57,4,9,1,0,0,None,2,9,0,3,1,1
58,4,10,1,0,0,None,2,10,0,3,0,1
59,4,11,1,1,1,None,2,11,0,1,1,1
60,5,0,1,1,1,None,2,12,1,3,0,0
61,5,1,1,0,0,None,2,13,0,2,1,0
62,5,2,1,1,1,None,2,14,1,1,1,0
63,5,3,1,0,0,None,2,15,1,1,0,0
64,5,4,1,0,0,None,2,16,0,3,1,0
65,5,5,1,0,0,None,2,17,1,2,1,0
66,5,6,1,0,0,None,2,18,0,3,0,1
67,5,7,1,0,0,None,2,19,1,1,1,1
68,5,8,1,0,0,None,2,20,1,1,0,1
69,5,9,1,0,0,None,2,21,1,3,1,1
70,5,10,1,0,0,None,2,22,0,1,0,0
71,5,11,1,0,0,None,2,23,0,2,0,0
72,6,0,1,0,0,None,2,24,1,1,1,0
73,6,1,1,0,0,None,3,1,0,1,0,0
74,6,2,1,0,0,None,3,2,1,1,1,1
75,6,3,1,0,0,None,3,3,1,2,0,0
76,6,4,1,0,0,None,3,4,1,3,0,0
77,6,5,1,0,0,None,3,5,0,2,1,0
78,6,6,1,0,0,None,3,6,0,1,1,0
79,6,7,1,0,0,None,3,7,0,3,0,1
80,6,8,1,0,0,None,3,8,1,3,0,1
81,6,9,1,0,0,None,3,9,0,2,1,1
82,6,10,1,0,0,None,3,10,0,1,1,1
83,6,11,1,1,1,None,3,11,0,1,0,1
