4200.0,0.0,0.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4201.0,0.0,1.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4202.0,0.0,2.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4203.0,0.0,3.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4204.0,0.0,4.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4205.0,0.0,5.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4206.0,0.0,6.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4207.0,0.0,7.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4208.0,0.0,8.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4209.0,0.0,9.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4210.0,0.0,10.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4211.0,0.0,11.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4212.0,1.0,0.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4213.0,1.0,1.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4214.0,1.0,2.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4215.0,1.0,3.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4216.0,1.0,4.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4217.0,1.0,5.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4218.0,1.0,6.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4219.0,1.0,7.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4220.0,1.0,8.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4221.0,1.0,9.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4222.0,1.0,10.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4223.0,1.0,11.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4224.0,2.0,0.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4225.0,2.0,1.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4226.0,2.0,2.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4227.0,2.0,3.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4228.0,2.0,4.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4229.0,2.0,5.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4230.0,2.0,6.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4231.0,2.0,7.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4232.0,2.0,8.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4233.0,2.0,9.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4234.0,2.0,10.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4235.0,2.0,11.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4236.0,3.0,0.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4237.0,3.0,1.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
4238.0,3.0,2.0,0.0,0.0,0.0,1.0,20130502.0,8.0,101.0,10.0,70.0,73.0
